hsa-mir-20a-5p,9606.ensp00000437955
hsa-mir-146a-5p,9606.ensp00000386884
hsa-mir-222-3p,9606.ensp00000341208
hsa-mir-148a-3p,9606.ensp00000352516
hsa-mir-93-5p,9606.ensp00000344215
hsa-mir-9-5p,9606.ensp00000260302
hsa-mir-9-5p,9606.ensp00000261769
hsa-mir-661,9606.ensp00000333633
hsa-mir-532-5p,9606.ensp00000382800
hsa-mir-485-3p,9606.ensp00000354207
hsa-mir-429,9606.ensp00000454157
hsa-mir-372-3p,9606.ensp00000402084
hsa-mir-372-3p,9606.ensp00000379065
hsa-mir-372-3p,9606.ensp00000267287
hsa-mir-372-3p,9606.ensp00000302456
hsa-mir-34b-5p,9606.ensp00000381185
hsa-mir-34b-5p,9606.ensp00000387699
hsa-mir-34a-5p,9606.ensp00000254958
hsa-mir-328-3p,9606.ensp00000318585
hsa-mir-328-3p,9606.ensp00000237612
hsa-mir-326,9606.ensp00000228682
hsa-mir-31-5p,9606.ensp00000400175
hsa-mir-302d-3p,9606.ensp00000379065
hsa-mir-302d-3p,9606.ensp00000267287
hsa-mir-302d-3p,9606.ensp00000302456
hsa-mir-29b-3p,9606.ensp00000264606
hsa-mir-29b-3p,9606.ensp00000353654
hsa-mir-29b-3p,9606.ensp00000225964
hsa-mir-26a-5p,9606.ensp00000437621
hsa-mir-26a-5p,9606.ensp00000399888
hsa-mir-26a-5p,9606.ensp00000429089
hsa-mir-26a-5p,9606.ensp00000261254
hsa-mir-24-3p,9606.ensp00000257904
hsa-mir-24-3p,9606.ensp00000274026
hsa-mir-24-3p,9606.ensp00000313950
hsa-mir-24-3p,9606.ensp00000479618
hsa-mir-24-3p,9606.ensp00000355249
hsa-mir-223-3p,9606.ensp00000340874
hsa-mir-223-3p,9606.ensp00000410452
hsa-mir-222-3p,9606.ensp00000228872
hsa-mir-221-3p,9606.ensp00000228872
hsa-mir-221-3p,9606.ensp00000376943
hsa-mir-214-3p,9606.ensp00000320147
hsa-mir-210-3p,9606.ensp00000343619
hsa-mir-210-3p,9606.ensp00000353826
hsa-mir-21-5p,9606.ensp00000303706
hsa-mir-21-5p,9606.ensp00000381185
hsa-mir-21-5p,9606.ensp00000254958
hsa-mir-20a-5p,9606.ensp00000361708
hsa-mir-20a-5p,9606.ensp00000227507
hsa-mir-20a-5p,9606.ensp00000345571
hsa-mir-20a-5p,9606.ensp00000363708
hsa-mir-206,9606.ensp00000369887
hsa-mir-204-5p,9606.ensp00000272369
hsa-mir-204-5p,9606.ensp00000381185
hsa-mir-200c-3p,9606.ensp00000365851
hsa-mir-199b-5p,9606.ensp00000232424
hsa-mir-195-5p,9606.ensp00000402084
hsa-mir-195-5p,9606.ensp00000262904
hsa-mir-195-5p,9606.ensp00000265734
hsa-mir-195-5p,9606.ensp00000227507
hsa-mir-181c-5p,9606.ensp00000384625
hsa-mir-181c-5p,9606.ensp00000269216
hsa-mir-181c-5p,9606.ensp00000370408
hsa-mir-181b-5p,9606.ensp00000384625
hsa-mir-181b-5p,9606.ensp00000269216
hsa-mir-181b-5p,9606.ensp00000370408
hsa-mir-181a-5p,9606.ensp00000384625
hsa-mir-181a-5p,9606.ensp00000269216
hsa-mir-181a-5p,9606.ensp00000370408
hsa-mir-16-5p,9606.ensp00000365851
hsa-mir-16-5p,9606.ensp00000399888
hsa-mir-15b-5p,9606.ensp00000262643
hsa-mir-15a-5p,9606.ensp00000365851
hsa-mir-15a-5p,9606.ensp00000284523
hsa-mir-15a-5p,9606.ensp00000339992
hsa-mir-15a-5p,9606.ensp00000303706
hsa-mir-15a-5p,9606.ensp00000261254
hsa-mir-155-5p,9606.ensp00000272369
hsa-mir-155-5p,9606.ensp00000356426
hsa-mir-153-3p,9606.ensp00000381185
hsa-mir-148a-3p,9606.ensp00000362981
hsa-mir-145-5p,9606.ensp00000357625
hsa-mir-145-5p,9606.ensp00000366915
hsa-mir-145-5p,9606.ensp00000323588
hsa-mir-145-5p,9606.ensp00000363804
hsa-mir-143-3p,9606.ensp00000256078
hsa-mir-141-3p,9606.ensp00000454157
hsa-mir-141-3p,9606.ensp00000354487
hsa-mir-133a-3p,9606.ensp00000383118
hsa-mir-132-3p,9606.ensp00000212015
